,video_id,title,views,likes,comments,duration_minutes,publish_time_hours
272,3vkfpi4I0FY,"NO TEA, NO SHADE Makeup Tutorial | Jeffree Star",1339331,49906.0,6000.0,16.98,0.9
273,SP-EXHPs164,URBAN DECAY 'VICE' LIQUID LIPSTICKS: Review & Swatches,2434592,71922.0,8098.0,14.83,0.6
274,RtQ8vpvdVwA,$5.99 FOUNDATION VS. $125 FOUNDATION,4129935,137200.0,13089.0,17.37,0.03
275,E2bURCvhoVg,GET READY IN MY ROLLS ROYCE feat. Nikita Dragun,6466413,171725.0,16755.0,27.18,1.28
276,rntvqup88OY,Glowing 1000 DEGREE KNIFE VS. CHANEL BAG + MAKEUP,11643440,284675.0,31362.0,19.9,0.38
277,WlrXpmHQI-g,Kylie Cosmetics THE ROYAL PEACH PALETTE: Review & Tutorial,2876384,99634.0,9927.0,17.25,0.68
278,2reryH40uqM,FULL FACE USING ONLY E.L.F. PRODUCTS!! | Jeffree Star,8776279,235224.0,21609.0,23.83,0.67
279,qKV0dkQ6Evk,$12 MAKEUP PRIMER VS. $140 MAKEUP PRIMER,2765040,83532.0,9578.0,12.62,3.78
280,bkx4yLvlOFs,FULL FACE USING ONLY GLITTER Challenge | Jeffree Star,5350417,135588.0,13628.0,15.93,1.57
281,NhFRrEvRyzQ,READY TO GET PREGNANT Smokey Eye | Jeffree Star,1824859,62054.0,6532.0,11.75,1.62
282,wVNSpkdMq1I,GUCCI Satin Matte FOUNDATION.... Is It Jeffree Star Approved???,3410248,91258.0,7639.0,15.22,1.83
283,-Uc2IutEwns,MY NEW BARBIE BMW i8 | Jeffree Star [4K Ultra HD],5187719,120459.0,10327.0,9.28,1.5
284,m8CsZZK__YA,$38 ARMANI 'LIP MAGNET' LIQUID LIPSTICKS: Swatches & Review,1722514,53550.0,6183.0,11.63,0.55
285,FiYxV4RR9AU,SILISPONGE Silicone Sponge REVIEW & DEMO | Jeffree Star,9589933,237321.0,14292.0,13.47,2.47
286,bFRFq4mj7fs,QUICK GLOWY HOLIDAY MAKEUP TUTORIAL | Jeffree Star,1114483,43421.0,4617.0,15.37,2.0
287,ZGaLHNW7mxQ,$4 HIGHLIGHTER VS. $95 HIGHLIGHTER,7144430,195398.0,14703.0,11.05,2.87
288,TZQBEO7rQDA,VACUUM PORE CLEANER.... OMG!! | Jeffree Star,4479200,88223.0,,7.73,0.53
289,BwFUogEu-hw,MARC JACOBS LIQUID LIPSTICKS: Review & Swatches | Jeffree Star,1872844,65514.0,8113.0,10.77,0.7
290,XLRGpeavfwk,NOVEMBER FAVORITES 2016 | Jeffree Star,1359549,48745.0,8085.0,17.33,1.2
291,BfVf29Rjwf0,"$3,300 GOLD FACE MASK??!! Review + Demo feat. Laganja Estranja",4552940,105766.0,9661.0,13.6,3.08
292,zN8VaCmKuyk,GET READY WITH ME feat. Adore Delano,4928983,158063.0,14732.0,20.5,1.52
293,zDiiip4p4oM,BOYFRIEND Q&A: Part 3 | Jeffree Star,4601013,98021.0,,15.85,1.45
294,QehSyHDnNIQ,BAD BITCH SMOKEY EYE Makeup Tutorial | Jeffree Star,1867550,59594.0,4570.0,12.77,1.62
295,vKL-UW0YXYA,VAGINA HIGHLIGHTERS... WTF!!! feat. MANNY MUA,5406738,150900.0,9420.0,9.62,1.97
296,8J-HCRbMhtA,HOLIDAY 2016 LIQUID LIPSTICK & SKIN FROST REVEAL | Jeffree Star Cosmetics,5216492,121024.0,19806.0,24.37,0.87
297,hFrcQFodvU8,KYLIE COSMETICS: THE KOKO KOLLECTION | Review & Swatches,2898897,90956.0,6446.0,8.8,1.63
298,e-WDnDPNK70,DIOR 'ROUGE' LIPSTICKS: Review & Swatches | Jeffree Star,1608729,52596.0,5010.0,10.93,0.52
299,fxU3IjHwtN8,$800 RARE PEARL FACIAL PEEL + CREAM?! Review + Demo,2365971,62318.0,5541.0,11.58,23.5
300,1M9vK-2f_tM,EASY DATE NIGHT Makeup Tutorial | Jeffree Star,2037347,60226.0,6447.0,17.52,23.2
301,OA33oqHIN94,THE JEFFREE STAR TATTOO DIARIES: PART 1,7212897,184591.0,,18.17,23.27
302,TH-L50NciZ0,JEFFREE STAR COSMETICS: ON THE ROAD (PART 3),2581097,49213.0,3221.0,13.38,2.72
303,T23xhXW_m8k,$150 STAINLESS STEEL MASCARA WAND! First Impressions | Jeffree Star,5473616,149846.0,10027.0,10.92,23.53
304,RdF5_0G5E4c,Kylie Jenner THE BURGUNDY PALETTE: Review & Tutorial,2805167,88797.0,9753.0,14.13,23.5
305,YgttEpJRz4Y,GET READY WITH US feat. NIKKIETUTORIALS & MANNY MUA,6842589,181990.0,,26.1,23.67
306,eRNH3N7QsYw,ABH ♥ MASTER PALETTE BY MARIO Tutorial | Jeffree Star,1360779,42294.0,3603.0,16.42,3.13
307,eINu5FAnz5Q,GET READY IN MY ROLLS ROYCE feat. Laganja Estranja,3879191,102628.0,11005.0,26.68,0.35
308,R7Pk7aTA0Fg,LOUIS VUITTON FALL 2016 HAUL | Jeffree Star,3263083,91215.0,12124.0,10.2,0.12
309,5jhS1uKnLy4,HOT PINK 'MAGAZINE COVER' MAKEUP TUTORIAL | Jeffree Star,771437,31618.0,2354.0,17.35,0.17
310,dGInFxS95Qs,HALLOWEEN HIGHLIGHTERS!! Review & Swatches | Jeffree Star,1354078,59092.0,5789.0,10.68,4.75
311,UheyA5HiKsg,SEPTEMBER FAVORITES 2016 | Jeffree Star,1628780,53840.0,6769.0,11.47,0.9
312,2-IkN7k5zrQ,$200 FACE PRIMER REVIEW + CLASSIC GLOW Makeup Tutorial | Jeffree Star,1376026,45341.0,3871.0,20.02,21.13
313,ma47B7RgLFg,CHANEL LIQUID LIPSTICKS: Review & Swatches | Jeffree Star,2329413,69095.0,6260.0,11.87,1.5
314,E2Xhfyd8SsU,KYLIE JENNER 'Fall 2016'  LIP KITS: Review & Swatches | Jeffree Star,3847882,105015.0,8105.0,9.7,22.83
315,MH_wwFEg9js,MAGNETIC FACE MASK + KOREAN SKIN CARE: First Impressions,4088098,106151.0,8072.0,16.93,0.63
316,3-J2_agZfDI,NO BROWS PINK CUT CREASE Makeup Tutorial | Jeffree Star,1160759,42206.0,5070.0,16.23,23.47
317,fWd5LepxiE4,GUCCI HAUL | Jeffree Star,7603878,180559.0,16817.0,14.28,20.4
318,5ulSOXBagF4,LIP AMMUNITION™ REVEAL & SWATCHES | Jeffree Star Cosmetics,3820930,120758.0,17139.0,17.47,1.05
319,VPxjGHNT7L0,JEFFREE STAR COSMETICS - LIP AMMUNITION™ commercial,1482302,76891.0,6822.0,1.02,3.2
320,Jp57VK0bZe4,$65 FOUNDATION WAND REVIEW + Rose Gold Glam Tutorial  | Jeffree Star,2867327,79586.0,9326.0,20.83,23.78
321,MiXqVxFIDV4,AUGUST FAVORITES 2016 + BORA BORA | Jeffree Star,2342958,67885.0,7488.0,15.8,23.7
322,FB2UE_SWIXY,HOW I DID MY MAKEUP IN HIGH SCHOOL | Jeffree Star,19055821,421256.0,31650.0,19.7,1.88
323,LSsrkwqOoFU,JEFFREE STAR COSMETICS: ON THE ROAD (PART 2),1922459,46798.0,4802.0,15.33,23.8
324,wTGmffmZPhk,"$1,000 MOISTURIZER REVIEW + HOURGLASS Vanish Foundation Review!",4447762,100177.0,9797.0,18.12,1.8
325,-9vL6HMrBPE,HOLOGRAPHIC HIGHLIGHTER: Review & Swatches! | Jeffree Star,2260480,69932.0,9532.0,11.62,0.82
326,-8wdGcC1WSU,TESTING NEW LIQUID LIPSTICKS!!! feat. Manny MUA,4388753,104306.0,11102.0,17.32,4.7
327,qu4C3UW80g8,KYLIE JENNER KYSHADOW PALETTE & Birthday Collection: First Impressions,5739454,150968.0,15877.0,18.72,23.5
328,Wl5rTb0Shs0,JULY FAVORITES 2016 | Jeffree Star,1369738,51671.0,7567.0,12.43,0.15
329,36rZ28LSLx0,THE JOKER SUICIDE SQUAD 'Grunge' Makeup Tutorial feat. Jordan Hanz,3590268,107452.0,12561.0,18.27,4.43
330,U5Y3Yk6_9KM,CHROME & HOLOGRAPHIC NAILS: Step by Step Tutorial | Jeffree Star,2974796,106956.0,6023.0,4.88,0.12
331,_gYivjnqBT0,GET READY IN MY ROLLS ROYCE feat. Laura Lee,5402876,123899.0,12657.0,20.18,0.57
332,uemxx7D0gbA,I DO MY BOYFRIEND’S MAKEUP!  | Jeffree Star,12108217,291728.0,30148.0,16.93,0.05
333,Jp8N14rinb4,FULL FACE USING ONLY KIDS MAKEUP Challenge | Jeffree Star,16026655,401350.0,32717.0,11.75,23.65
334,5BUjG6t9DVk,NEON LINER w. NO FALSE LASHES Makeup Tutorial | Jeffree Star,1189026,45312.0,5166.0,15.47,23.33
335,J1jFHdyyzY4,JEFFREE STAR COSMETICS: ON THE ROAD (PART 1),1178677,40197.0,5022.0,13.88,22.73
336,pSoaHF0s1Rs,DEAR KAT VON D: IT’S EASIER TO TELL THE TRUTH.,15237698,,,23.57,6.45
337,earjt9yQdoM,$85 LIP GLOSS REVIEW! Christian Louboutin Loubilaque | Jeffree Star,7425839,158602.0,16519.0,13.57,0.95
338,IQTZfK1vvbo,HAIR TRANSPLANT SURGERY | Jeffree Star (GRAPHIC CONTENT!),7454660,159110.0,10203.0,12.57,1.07
339,jggBxGqBo98,JUNE FAVORITES 2016 | Jeffree Star,1992929,69356.0,12189.0,14.12,8.27
340,yVgL8sJQxYo,POPSICLE SUMMER GLAM + BLUE LIPSTICK Makeup Tutorial | Jeffree Star,1796322,60780.0,7277.0,18.63,23.55
341,_oaWHMpO-yA,KYLIE DRAMA + BROKEN HIGHLIGHTERS | Battle of the Metallic Liquid Lipsticks,8777511,190745.0,22102.0,22.15,1.32
342,rdu0B0WeOok,LIMITED EDITION Velour Liquid Lipstick REVEAL & SWATCHES | Summer 2016,3884419,99518.0,13532.0,12.68,0.35
343,jcw3drrDf18,FULL FACE USING ONLY LIQUID LIPSTICKS Challenge feat. MannyMUA,9081240,198078.0,15107.0,16.82,22.5
344,lf78cS42Jng,COVER FX Custom Enhancer Drops: First Impressions,2274238,66449.0,6553.0,13.88,22.03
345,LqTB70tJviM,GET READY IN MY ROLLS ROYCE feat. NikkieTutorials,8028381,198482.0,12301.0,18.03,23.87
346,xVsp6K07eno,SUMMER BRONZE GLOW + METALLIC LIPS Makeup Tutorial | Jeffree Star,1510386,51484.0,6459.0,18.62,22.15
347,4LDE1cOeVcA,MAY FAVORITES 2016 | Jeffree Star,3148038,96667.0,8918.0,13.48,23.05
348,HP4jgSb4b64,L’Oreal Pro-Glow Foundation: First Impressions | Jeffree Star,2937773,94019.0,7622.0,13.97,22.52
349,mYTsZDWb7WM,ABH ♥ MODERN RENAISSANCE Palette Tutorial | Jeffree Star,2841029,84632.0,8033.0,17.5,21.88
350,4zH-p8f3bUE,"THE DEFINITION OF ""DECEASED"" Makeup Tutorial | Jeffree Star",1363344,54179.0,6661.0,19.05,23.82
351,Vumz43-3pXo,FULL FACE USING ONLY HIGHLIGHTERS Challenge | Jeffree Star,11010812,194058.0,17035.0,12.37,1.5
352,2s0EPfNvUuE,Grav3yardgirl x Tarte SWAMP QUEEN Palette Tutorial | Jeffree Star,5397641,146510.0,10586.0,16.35,2.25
353,7GwHVbyJGcY,Life Update + SMOKEY COPPER GLITTER Makeup Tutorial | Jeffree Star,1080751,39340.0,4799.0,19.43,23.17
354,vXBTas4ZG9I,TOP 10 FAVORITE DRUG STORE HIGHLIGHTERS | Jeffree Star,3750366,111132.0,7760.0,17.23,22.45
355,eqQX8-Vtj7I,GET READY IN MY ROLLS ROYCE feat. MannyMUA,6302264,154010.0,10380.0,13.45,0.5
356,BkqGJutmMSk,EASY SMOKEY EYE feat. BEAUTY KILLER palette | Jeffree Star,1079087,45803.0,3979.0,16.4,0.52
357,4ZRZE-Co6O4,Beauty Killer Eyeshadow Palette Reveal! | Jeffree Star Cosmetics,2163515,101676.0,10761.0,13.87,21.48
358,UfmtWdx0jxM,$70 EYELINER REVIEW  + FULL FACE GLAM Tutorial,1730166,43407.0,3309.0,14.8,21.43
359,ARBIIL9AdK0,RAINBOW HIGHLIGHTER: Review & Swatches! | Jeffree Star,3598897,118551.0,5760.0,6.6,22.2
360,BXvn5Q7EWIo,SKIN FROST™ & VELOUR LIQUID LIPSTICKS REVEALED | Spring 2016,2299338,67675.0,8727.0,14.58,23.62
361,wJHgWCGZBmc,GET READY WITH ME + Laganja Estranja (Part 2),2657640,77176.0,9231.0,22.57,22.77
362,1CjtRhBjDuI,BOYFRIEND Q&A: Part 2 | Jeffree Star,3999715,124119.0,,11.67,0.13
363,invLd76rDGI,CUT CREASE SMOKEY JEFFREE STAR Tutorial,700342,26968.0,3211.0,14.1,22.97
364,NJ9eYrr5zX8,HOW TO GET GLOWY BARBIE® SKIN,1797065,47556.0,2627.0,15.58,21.52
365,XnW4fG4M2O4,$200 FOUNDATION REVIEW + NATURAL MAKEUP,3326350,82876.0,7958.0,19.25,23.45
366,RNVZPc_m11E,PASTEL GOTH Makeup Tutorial | Jeffree Star,1313348,50264.0,4654.0,19.08,23.13
367,Myjy6yvol-8,WHAT'S IN MY BIRKIN? | Jeffree Star,8673447,237484.0,23813.0,9.55,23.82
368,5h2lKLlxJ_8,Too Faced SWEET PEACH Palette Tutorial | Jeffree Star,1814802,57333.0,7636.0,16.57,1.38
369,1xdQteFAGk4,DRAMATIC NEON SMOKEY EYE Makeup Tutorial | Jeffree Star,810843,34172.0,4375.0,17.0,1.4
370,bWBkQz8dzZ8,GET READY WITH ME feat. MannyMua,5990745,126625.0,12859.0,21.4,23.67
371,RJVCa0ErrDM,BOYFRIEND Q&A: Part 1 | Jeffree Star,9228038,142828.0,,12.6,22.77
372,b_2YbZLYY0E,"JEFFREE STAR & NATHAN TRAVEL TO: MAUI, HAWAII",8055774,117308.0,7992.0,8.45,22.47
373,_64q-mDtmRQ,MANNY MUA X MAKEUP GEEK Palette Tutorial | Jeffree Star,998908,47490.0,3040.0,13.72,1.87
374,wL3pLA4OW2I,GET READY WITH ME + Alyssa Edwards,4396559,92757.0,7616.0,16.87,0.0
375,MaAt4bCHahk,SUNSET CAT EYE GLAM Makeup Tutorial,425918,28943.0,4306.0,14.18,23.67
376,1gVqj_lH1FQ,GETTING LIP INJECTIONS | Jeffree Star (GRAPHIC CONTENT!),5494848,77206.0,6593.0,10.25,0.88
377,ev6yec9ag_A,HALO SMOKEY EYE + ANDROGYNY liquid lipstick Makeup Tutorial,403885,20142.0,2139.0,15.12,0.77
378,priJfsZIIRY,BOYFRIEND DOES MY MAKEUP | Jeffree Star,10215636,179024.0,18344.0,19.23,21.72
379,8Le_l0E8C4Y,VALENTINE'S DAY SOFT GLAM Makeup Tutorial,606932,30420.0,4394.0,13.93,22.42
380,wlWPO_7OD-o,MORPHE 35O Makeup Tutorial | Jeffree Star,689175,24759.0,3096.0,13.22,0.32
381,TiIAl1RbIYM,Miss Fame & Jeffree Star Transformation,2333360,54926.0,2993.0,18.22,1.32
382,M_ZNTt74JT8,DARK GLAM & GLITTER Makeup Tutorial,836162,28741.0,2418.0,15.43,0.88
383,IdLW7yhozco,DRUG STORE MAKEUP TUTORIAL | Jeffree Star,6539296,121818.0,9137.0,15.33,1.73
384,PzujCtK7Aac,GET READY WITH ME + Laganja Estranja,6760397,113224.0,9496.0,19.02,1.27
385,VsYgeXaqWKI,"DAVID BOWIE “ZIGGY STARDUST"" Makeup Tutorial",528915,28665.0,2103.0,13.67,5.42
386,JLONT5_67OY,"NEON ""JEFFREE STAR” SMOKEY EYE Makeup Tutorial",404988,20510.0,2195.0,13.5,4.55
387,F3Q9s3BJLCw,PURPLE SMOKEY EYE Makeup Tutorial | Jeffree Star,684773,32507.0,3166.0,8.67,0.7
388,1ceUcvYBh5I,EXTREME HOLIDAY GLAM Makeup Tutorial,764342,28085.0,2519.0,10.75,22.63
389,sYB2rZ4m8EY,"THE OFFICIAL JEFFREE STAR ""FACE"" ROUTINE",1764021,46488.0,3564.0,13.57,22.92
390,7UH05YIRX0E,"SIGNATURE ""JEFFREE STAR"" LOOK: Pink Brows & Smokey Eye Tutorial",702302,25833.0,3049.0,9.8,2.33
391,_RZ_94bV18E,ICY BLUE GLAM & GLITTER TEARS Makeup Tutorial,607982,23662.0,3099.0,10.2,10.97
392,jkTI7zAX1-4,LIMITED EDITION Velour Liquid Lipstick REVEAL & SWATCHES | Holiday 2015,1733662,34281.0,2724.0,9.8,3.92
393,VJH9duKMbUA,"""The Joker"" Makeup Tutorial with Jeffree Star & Nojusthenry",1528303,30144.0,1245.0,14.47,3.52
394,qZlPpldPcPk,JEFFREE STAR COSMETICS: Swatching Fall 2016 Liquid Lipsticks,1497467,24042.0,1365.0,5.68,0.2
395,XhK0hb5ZwS0,Jeffree Star Cosmetics  - Velour Liquid Lipstick commercial,1785080,39378.0,1273.0,0.98,0.23
396,PiiF7ljP6UQ,Jeffree Star Cosmetics FIRST EVER Brand Photoshoot!,654908,9535.0,450.0,2.18,5.87
397,bhabKRSLYaI,Pink Skull Bandana Halloween Mask - Time Lapse | Jeffree Star,888668,17920.0,733.0,2.72,8.93
398,INqrmi99FAg,Jeffree Star - Love to My Cobain (Director's Cut),927965,16822.0,1487.0,4.65,12.65
399,-4F0eVn54No,Jeffree Star - Love To My Cobain [Behind The Scenes],362553,5124.0,242.0,2.05,6.38
400,_WVuCWQrHHI,Jeffree Star - Love To My Cobain [Audio],664646,11316.0,1695.0,4.63,0.75
401,RNnNrnvqN_I,JEFFREE STAR: ROADTRIPS AND RUM,525511,6086.0,605.0,4.15,15.8
402,MtyAmH3HGNE,Jeffree Star Wears More Makeup Than You [TOUR EDITION],295976,3971.0,330.0,3.27,4.5
403,Vpb2t8Uhkw4,Jeffree Star Will Get U F**ked Up [TOUR EDITION],216082,3320.0,274.0,3.2,0.43
404,Y1B8erksnbw,Jeffree Star Has More Fun Than You: [TOUR EDITION],201532,3901.0,315.0,2.42,1.13
405,JvRBvprfMA4,Jeffree Star - Mr. Diva [Audio],1274957,14308.0,1355.0,4.15,10.02
406,zUK-7S_kXO0,Jeffree Star - Legs Up [Audio],1377042,16584.0,1615.0,3.45,11.8
407,bRaIqIgS81M,Jeffree Star - Prom Night [Official Video],9637650,124742.0,13147.0,3.88,0.53
408,GBOv2nw9PdA,Jeffree Star - I'm In Love (With A Killer),1928569,20509.0,2501.0,3.33,8.9
409,yLBHooqolaw,Jeffree Star - Beauty Killer [Official Video],17764101,198553.0,33015.0,3.85,16.77
410,oy4mYkfPLcg,Jeffree Star - Blush,3089312,22283.0,3633.0,3.75,15.32
411,RItony56N58,JEFFREE STAR SPEAKING JUST THE FACTS...,2346282,26270.0,3536.0,0.37,22.78
